# tsed   radius                radius_lbound         radius_ubound        
  3099   0.2614134057331041    0.2085161292611999    0.34114814762445933  
  3100   0.26201610399509967   0.20907924003548217   0.3416867903981933   
  3101   0.26261833674973456   0.2096419924195443    0.34222501508533254  
  3102   0.2632201039970088    0.2102043864133849    0.3427628216858776   
  3103   0.26382140573692237   0.2107664220170058    0.3433002101998297   
  3104   0.2644222419694735    0.21132809923040563   0.3438371806271867   
  3105   0.26502261269466487   0.21188941805358397   0.34437373296794993  
  3106   0.2656225179124938    0.21245037848654214   0.3449098672221198   
  3107   0.26622195762296297   0.2130109805292797    0.3454455833896959   
  3108   0.2668209318260706    0.2135712241817962    0.34598088147067685  
  3109   0.26741944052181843   0.21413110944409164   0.346515761465064    
  3110   0.26801748371020384   0.21469063631616647   0.34705022337285785  
  3111   0.2686150613912277    0.21524980479802025   0.34758426719405655  
  3112   0.2692121735648918    0.21580861488965342   0.3481178929286619   
  3113   0.26980882023119435   0.21636706659106597   0.3486511005766735   
  3114   0.27040500139013623   0.21692515990225747   0.34918389013809126  
  3115   0.2710007170417166    0.21748289482322836   0.34971626161291436  
  3116   0.27159596718593626   0.21804027135397863   0.3502482150011432   
  3117   0.2721907518227944    0.21859728949450785   0.35077975030277875  
  3118   0.2727850709522919    0.21915394924481646   0.3513108675178196   
  3119   0.2733789245744287    0.2197102506049049    0.35184156664626665  
  3120   0.27397231268920397   0.22026619357477184   0.35237184768812035  
  3121   0.2745652352966186    0.22082177815441772   0.35290171064337983  
  3122   0.27515769239667165   0.22137700434384344   0.3534311555120446   
  3123   0.27574968398936317   0.22193187214304855   0.35396018229411563  
  3124   0.2763412100746949    0.22248638155203215   0.3544887909895933   
  3125   0.2769322706526651    0.2230405325707956    0.35501698159847583  
  3126   0.27752286572327467   0.22359432519933753   0.3555447541207646   
  3127   0.27811299528652267   0.2241477594376593    0.35607210855646     
  3128   0.2787026593424091    0.22470083528576001   0.3565990449055616   
  3129   0.2792918578909349    0.22525355274363967   0.3571255631680681   
  3130   0.27988059093210094   0.22580591181129916   0.3576516633439808   
  3131   0.2804688584659054    0.2263579124887376    0.3581773454333006   
  3132   0.28105666049234834   0.22690955477595498   0.3587026094360253   
  3133   0.2816439970114297    0.22746083867295175   0.3592274553521557   
  3134   0.28223086802315045   0.2280117641797279    0.35975188318169327  
  3135   0.2828172735275096    0.2285623312962839    0.36027589292463613  
  3136   0.28340321352450903   0.22911254002261838   0.36079948458098476  
  3137   0.2839886880141478    0.22966239035873182   0.3613226581507396   
  3138   0.2845736969964241    0.23021188230462508   0.36184541363390066  
  3139   0.28515824047133975   0.23076101586029685   0.3623677510304675   
  3140   0.28574231843889386   0.2313097910257489    0.3628896703404396   
  3141   0.2863259308990882    0.23185820780097943   0.36341117156381886  
  3142   0.2869090778519201    0.23240626618598936   0.3639322547006043   
  3143   0.28749175929739224   0.23295396618077824   0.36445291975079463  
  3144   0.2880739752355028    0.2335013077853465    0.3649731667143912   
  3145   0.28865572566625186   0.23404829099969415   0.36549299559139437  
  3146   0.28923701058964024   0.23459491582382075   0.36601240638180244  
  3147   0.28981783000566796   0.23514118225772673   0.36653139908561716  
  3148   0.29039818391433503   0.23568709030141166   0.3670499737028381   
  3149   0.29097807231564055   0.23623263995487598   0.36756813023346524  
  3150   0.2915574952095845    0.23677783121811968   0.36808586867749726  
  3151   0.29213645259616783   0.23732266409114233   0.36860318903493594  
  3152   0.2927149444753896    0.23786713857394526   0.36912009130578083  
  3153   0.2932929708472516    0.23841125466652624   0.36963657549003104  
  3154   0.29387053171175204   0.23895501236888705   0.37015264158768746  
  3155   0.29444762706889094   0.23949841168102637   0.3706682895987501   
  3156   0.2950242569186683    0.24004145260294596   0.37118351952321893  
  3157   0.2956004212610859    0.24058413513464405   0.3716983313610931   
  3158   0.2961761200961419    0.24112645927612153   0.37221272511237347  
  3159   0.2967513534238373    0.24166842502737795   0.3727267007770605   
  3160   0.2973261212441711    0.24221003238841377   0.3732402583551524   
  3161   0.2979004235571443    0.24275128135922897   0.3737533978466505   
  3162   0.2984742603627559    0.2432921719398231    0.3742661192515553   
  3163   0.2990476316610069    0.2438327041301962    0.37477842256986627  
  3164   0.2996205374518972    0.24437287793034912   0.3752903078015821   
  3165   0.30019297773542597   0.24491269334028098   0.3758017749467042   
  3166   0.3007649525115941    0.2454521503599918    0.3763128240052329   
  3167   0.30133646178040063   0.24599124898948244   0.37682345497716696  
  3168   0.30190750554184564   0.24652998922875247   0.37733366786250677  
  3169   0.30247808379593      0.247068371077801     0.3778434626612537   
  3170   0.3030481965426546    0.24760639453662936   0.37835283937340636  
  3171   0.3036178437820176    0.24814405960523622   0.37886179799896436  
  3172   0.3041870255140191    0.24868136628362336   0.3793703385379281   
  3173   0.30475574173865905   0.249218314571789     0.37987846099029854  
  3174   0.30532399245593833   0.24975490446973403   0.38038616535607517  
  3175   0.30589177766585784   0.250291135977458     0.38089345163525623  
  3176   0.3064590973684149    0.25082700909496136   0.38140031982784484  
  3177   0.30702595156361134   0.25136252382224367   0.38190676993383965  
  3178   0.3075923402514471    0.25189768015930536   0.38241280195323935  
  3179   0.30815826343192043   0.25243247810614644   0.38291841588604525  
  3180   0.308723721105034     0.25296691766276647   0.38342361173225736  
  3181   0.3092887132707869    0.2535009988291659    0.38392838949187613  
  3182   0.30985323992917824   0.2540347216053447    0.3844327491648989   
  3183   0.31041730108020804   0.25456808599130243   0.3849366907513292   
  3184   0.3109808967238772    0.25510109198704      0.3854402142511657   
  3185   0.3115440268601857    0.25563373959255653   0.38594331966440754  
  3186   0.3121066914891326    0.256166028807852     0.38644600699105514  
  3187   0.3126688906107189    0.2566979596329264    0.3869482762311094   
  3188   0.3132306242249445    0.2572295320677811    0.38745012738456985  
  3189   0.3137918923318077    0.2577607461124143    0.38795156045143475  
  3190   0.3143526949313111    0.25829160176682686   0.38845257543170675  
  3191   0.3149130320234521    0.2588220990310184    0.38895317232538495  
  3192   0.3154729036082342    0.25935223790498885   0.3894533511324685   
  3193   0.3160323096856539    0.25988201838873914   0.3899531118529582   
  3194   0.3165912502557129    0.2604114404822684    0.3904524544868542   
  3195   0.31714972531841035   0.26094050418557657   0.39095137903415633  
  3196   0.31770773487374715   0.2614692094986646    0.39144988549486337  
  3197   0.3182652789217224    0.26199755642153155   0.3919479738689775   
  3198   0.3188223574623379    0.26252554495417746   0.3924456441564974   
  3199   0.31937897049559183   0.26305317509660275   0.3929428963574231   
  3200   0.3199351180214842    0.2635804468488079    0.3934397304717545   
  3201   0.32049080004001596   0.26410736021079195   0.39393614649949216  
  3202   0.32104601655118614   0.26463391518255497   0.39443214444063646  
  3203   0.32160076755499567   0.26516011176409693   0.39492772429518563  
  3204   0.32215505305144454   0.2656859499554187    0.395422886063141    
  3205   0.32270887304053186   0.2662114297565199    0.39591762974450306  
  3206   0.3232622275222585    0.2667365511673996    0.3964119553392704   
  3207   0.32381511649662365   0.26726131418805865   0.39690586284744356  
  3208   0.3243675399636281    0.2677857188184971    0.39739935226902334  
  3209   0.3249194979232719    0.26830976505871496   0.39789242360400934  
  3210   0.32547099037555327   0.2688334529087113    0.39838507685240065  
  3211   0.32602201732047575   0.2693567823684875    0.39887731201419774  
  3212   0.3265725787580358    0.2698797534380426    0.3993691290894015   
  3213   0.3271226746882343    0.2704023661173771    0.39986052807801054  
  3214   0.32767230511107215   0.27092462040649057   0.4003515089800258   
  3215   0.3282214700265502    0.2714465163053834    0.40084207179544773  
  3216   0.32877016943466675   0.27196805381405564   0.4013322165242754   
  3217   0.3293184033354217    0.2724892329325077    0.40182194316650843  
  3218   0.32986617172881516   0.27301005366073827   0.40231125172214766  
  3219   0.33041347461484794   0.2735305159987478    0.4028001421911931   
  3220   0.33096031199352005   0.2740506199465371    0.4032886145736443   
  3221   0.3315066838648306    0.27457036550410585   0.40377666886950125  
  3222   0.3320525902287814    0.2750897526714531    0.4042643050787649   
  3223   0.3325980310853698    0.2756087814485797    0.40475152320143426  
  3224   0.3331430064345975    0.2761274518354857    0.4052383232375094   
  3225   0.33368751627646454   0.27664576383217065   0.40572470518699033  
  3226   0.33423156061097004   0.277163717438635     0.4062106690498779   
  3227   0.3347751394381149    0.2776813126548787    0.4066962148261708   
  3228   0.33531825275789906   0.2781985494809014    0.40718134251586946  
  3229   0.3358609005703217    0.278715427916703     0.4076660521189752   
  3230   0.3364030828753828    0.27923194796228445   0.40815034363548675  
  3231   0.3369447996730832    0.27974810961764485   0.4086342170654036   
  3232   0.337486050963423     0.2802639128827842    0.4091176724087262   
  3233   0.3380268367464021    0.2807793577577038    0.4096007096654555   
  3234   0.33856715702201967   0.2812944442424019    0.4100833288355905   
  3235   0.3391070117902757    0.2818091723368794    0.4105655299191313   
  3236   0.33964640105117105   0.28232354204113586   0.4110473129160783   
  3237   0.34018532480470487   0.28283755335517213   0.411528677826432    
  3238   0.3407237830508789    0.2833512062789869    0.41200962465019053  
  3239   0.3412617757896914    0.2838645008125811    0.4124901533873553   
  3240   0.34179930302114325   0.28437743695595463   0.4129702640379267   
  3241   0.34233636474523266   0.28489001470910713   0.413449956601903    
  3242   0.3428729609619614    0.285402234072039     0.4139292310792855   
  3243   0.3434090916713304    0.28591409504474985   0.41440808747007507  
  3244   0.3439447568733378    0.28642559762724007   0.41488652577427     
  3245   0.3444799565679837    0.2869367418195097    0.41536454599187067  
  3246   0.3450146907552689    0.28744752762155823   0.4158421481228771   
  3247   0.3455489594351926    0.28795795503338617   0.4163193321672902   
  3248   0.3460827626077556    0.2884680240549935    0.41679609812510865  
  3249   0.34661610027295797   0.2889777346863802    0.4172724459963333   
  3250   0.3471489724307997    0.2894870869275459    0.4177483757809646   
  3251   0.34768137908127894   0.28999608077849093   0.41822388747900163  
  3252   0.34821332022439755   0.2905047162392149    0.418698981090444    
  3253   0.3487447958601555    0.29101299330971875   0.41917365661529216  
  3254   0.3492758059885528    0.2915209119900011    0.4196479140535474   
  3255   0.34980635060958853   0.2920284722800628    0.4201217534052075   
  3256   0.3503364297232636    0.2925356741799039    0.42059517467027385  
  3257   0.35086604332957716   0.29304251768952394   0.42106817784874684  
  3258   0.35139519142852915   0.29354900280892293   0.42154076294062603  
  3259   0.3519238740201205    0.29405512953810176   0.4220129299459101   
  3260   0.35245209110435205   0.2945608978770595    0.4224846788646004   
  3261   0.3529798426812212    0.29506630782579624   0.42295600969669733  
  3262   0.35350712875073054   0.2955713593843128    0.4234269224421996   
  3263   0.35403394931287746   0.29607605255260827   0.4238974171011076   
  3264   0.3545603043676637    0.2965803873306827    0.42436749367342275  
  3265   0.35508619391508844   0.2970843637185365    0.42483715215914364  
  3266   0.3556116179551534    0.2975879817161702    0.42530639255826985  
  3267   0.3561365764878577    0.2980912413235828    0.42577521487080183  
  3268   0.35666106951319954   0.2985941425407743    0.42624361909674047  
  3269   0.35718509703118073   0.2990966853677448    0.4267116052360844   
  3270   0.3577086590418004    0.29959886980449557   0.4271791732888346   
  3271   0.35823175554506026   0.30010069585102483   0.4276463232549914   
  3272   0.3587543865409586    0.30060216350733304   0.428113055134554    
  3273   0.35927655202949627   0.3011032727734211    0.4285793689275219   
  3274   0.3597982520106724    0.3016040236492876    0.42904526463389603  
  3275   0.360319486484487     0.302104416134934     0.4295107422536768   
  3276   0.3608402554509409    0.30260445023035887   0.42997580178686334  
  3277   0.36136055891003416   0.3031041259355636    0.43044044323345476  
  3278   0.3618803968617659    0.3036034432505472    0.4309046665934533   
  3279   0.3623997693061378    0.30410240217531026   0.431368471866858    
  3280   0.36291867624314733   0.30460100270985224   0.4318318590536676   
  3281   0.3634371176727953    0.3050992448541736    0.4322948281538834   
  3282   0.3639550935950835    0.30559712860827526   0.4327573791675059   
  3283   0.364472604010011     0.30609465397215496   0.4332195120945346   
  3284   0.364989648917577     0.30659182094581405   0.4336812269349677   
  3285   0.36550622831778146   0.3070886295292521    0.4341425236888079   
  3286   0.36602234221062524   0.3075850797224704    0.4346034023560543   
  3287   0.3665379905961075    0.3080811715254672    0.43506386293670607  
  3288   0.36705317347422994   0.30857690493824297   0.435523905430764    
  3289   0.36756789084499      0.3090722799607981    0.4359835298382282   
  3290   0.36808214270839024   0.30956729659313265   0.43644273615909857  
  3291   0.36859592906442806   0.3100619548352461    0.4369015243933738   
  3292   0.36910924991310523   0.310556254687139     0.43735989454105617  
  3293   0.36962210525442174   0.31105019614881124   0.4378178466021443   
  3294   0.3701344950883776    0.31154377922026244   0.43827538057663773  
  3295   0.3706464194149719    0.3120370039014926    0.4387324964645374   
  3296   0.37115787823420554   0.31252987019250256   0.4391891942658437   
  3297   0.37166887154607764   0.3130223780932915    0.4396454739805562   
  3298   0.3721793993505891    0.3135145276038602    0.4401013356086727   
  3299   0.372689461647739     0.3140063187242075    0.4405567791501972   
  3300   0.3731990584375291    0.3144977514543341    0.44101180460512746  
  3301   0.3737081897199577    0.31498882579424015   0.4414664119734626   
  3302   0.3742168554950247    0.31547954174392556   0.44192060125520394  
  3303   0.3747250557627302    0.3159698993033899    0.4423743724503524   
  3304   0.375232790523075     0.3164598984726332    0.4428277255589066   
  3305   0.37574005977606006   0.3169495392516559    0.4432806605808657   
  3306   0.3762468635216827    0.317438821640458     0.443733177516231    
  3307   0.37675320175994553   0.317927745639039     0.4441852763650034   
  3308   0.37725907449084595   0.31841631124739944   0.44463695712718065  
  3309   0.3777644817143857    0.3189045184655388    0.4450882198027637   
  3310   0.3782694234305639    0.31939236729345755   0.44553906439175384  
  3311   0.37877389963938235   0.3198798577311557    0.44598949089414974  
  3312   0.37927791034083924   0.32036698977863276   0.44643949930995097  
  3313   0.3797814555349355    0.3208537634358892    0.4468890896391584   
  3314   0.38028453522167016   0.3213401787029255    0.44733826188177206  
  3315   0.3807871494010433    0.32182623557974077   0.4477870160377915   
  3316   0.3812892980730558    0.3223119340663345    0.44823535210721666  
  3317   0.3817909812377085    0.3227972741627081    0.4486832700900485   
  3318   0.38229219889499966   0.32328225586886106   0.4491307699862861   
  3319   0.3827929510449284    0.32376687918479297   0.44957785179592946  
  3320   0.38329323768749735   0.3242511441105038    0.4500245155189786   
  3321   0.38379305882270387   0.32473505064599406   0.4504707611554344   
  3322   0.3842924144505515    0.3252185987912637    0.4509165887052955   
  3323   0.3847913045710367    0.32570178854631227   0.4513619981685624   
  3324   0.38528972918416127   0.32618461991114023   0.45180698954523635  
  3325   0.38578768828992427   0.32666709288574713   0.45225156283531565  
  3326   0.3862851818883266    0.32714920747013343   0.4526957180388007   
  3327   0.3867822099793674    0.3276309636642991    0.453139455155692    
  3328   0.38727877256304843   0.32811236146824374   0.45358277418598947  
  3329   0.3877748696393679    0.32859340088196776   0.4540256751296923   
  3330   0.38827050120832673   0.3290740819054707    0.4544681579868013   
  3331   0.3887656672699231    0.32955440453875395   0.45491022275731696  
  3332   0.38926036782415885   0.3300343687818157    0.4553518694412384   
  3333   0.3897546028710339    0.33051397463465637   0.45579309803856516  
  3334   0.3902483724105483    0.33099322209727644   0.45623390854929813  
  3335   0.3907416764427021    0.33147211116967634   0.45667430097343775  
  3336   0.3912345149674943    0.33195064185185474   0.4571142753109827   
  3337   0.39172688798492494   0.33242881414381253   0.4575538315619334   
  3338   0.39221879549499494   0.3329066280455497    0.4579929697262908   
  3339   0.3927102374977043    0.33338408355706584   0.45843168980405435  
  3340   0.3932012139930512    0.3338611806783609    0.4588699917952228   
  3341   0.3936917249810392    0.3343379194094358    0.4593078756997975   
  3342   0.3941817704616648    0.33481429975028965   0.4597453415177788   
  3343   0.39467135043492885   0.33529032170092243   0.4601823892491659   
  3344   0.39516046490083223   0.3357659852613346    0.4606190188939583   
  3345   0.39564911385937584   0.3362412904315262    0.4610552304521578   
  3346   0.396137297310557     0.3367162372114967    0.46149102392376307  
  3347   0.39662501525437843   0.33719082560124747   0.46192639930877366  
  3348   0.3971122676908374    0.33766505560077675   0.46236135660719     
  3349   0.3975990546199357    0.338138927210085     0.4627958958190135   
  3350   0.3980853760416734    0.3386124404291726    0.4632300169442418   
  3351   0.3985712319560504    0.33908559525804005   0.46366371998287637  
  3352   0.3990566223630667    0.339558391696686     0.46409700493491757  
  3353   0.3995415472627206    0.34003082974511134   0.464529871800365    
  3354   0.40002600665501387   0.3405029094033156    0.46496232057921727  
  3355   0.40051000053994557   0.3409746306712993    0.46539435127147577  
  3356   0.4009935289175175    0.34144599354906235   0.4658259638771409   
  3357   0.4014765917877279    0.34191699803660436   0.4662571583962114   
  3358   0.4019591891505776    0.34238764413392575   0.46668793482868764  
  3359   0.4024413210060658    0.34285793184102653   0.46711829317457054  
  3360   0.4029229873541924    0.34332786115790626   0.46754823343385965  
  3361   0.4034041881949584    0.34379743208456537   0.4679777556065541   
  3362   0.4038849235283646    0.3442666446210034    0.4684068596926543   
  3363   0.40436519335440835   0.3447354987672213    0.46883554569216157  
  3364   0.40484499767309146   0.34520399452321815   0.46926381360507374  
  3365   0.405324336484413     0.3456721318889939    0.4696916634313917   
  3366   0.4058032097883739    0.3461399108645491    0.4701190951711167   
  3367   0.40628161758497416   0.3466073314498841    0.4705461088242475   
  3368   0.40675955987421375   0.3470743936449976    0.4709727043907841   
  3369   0.4072370366560918    0.3475410974498905    0.471398881870726    
  3370   0.4077140479306083    0.3480074428645623    0.471824641264075    
  3371   0.4081905936977641    0.34847342988901353   0.4722499825708293   
  3372   0.4086666739575584    0.34893905852324414   0.47267490579098936  
  3373   0.4091422887099929    0.3494043287672537    0.4730994109245561   
  3374   0.409617437955065     0.34986924062104263   0.4735234979715286   
  3375   0.4100921216927773    0.3503337940846105    0.47394716693190686  
  3376   0.4105663399231281    0.3507979891579578    0.4743704178056909   
  3377   0.4110400926461173    0.35126182584108445   0.4747932505928816   
  3378   0.41151337986174585   0.35172530413399006   0.4752156652934785   
  3379   0.41198620157001375   0.35218842403667594   0.4756376619074798   
  3380   0.4124585577709201    0.3526511855491399    0.47605924043488823  
  3381   0.4129304484644658    0.35311358867138365   0.47648040087570287  
  3382   0.41340187365064995   0.3535756334034059    0.47690114322992283  
  3383   0.41387283332947344   0.35403731974520847   0.47732146749754856  
  3384   0.4143433275009354    0.3544986476967895    0.4777413736785814   
  3385   0.41481335616503756   0.35495961725814995   0.47816086177302     
  3386   0.4152829193217782    0.35542022842928933   0.478579931780863    
  3387   0.41575201697115727   0.3558804812102081    0.47899858370211357  
  3388   0.4162206491131757    0.35634037560090626   0.47941681753677035  
  3389   0.41668881574783256   0.35679991160138336   0.479834633284832    
  3390   0.4171565168751288    0.35725908921163985   0.48025203094629987  
  3391   0.41762375249506434   0.3577179084316753    0.48066901052117394  
  3392   0.41809052260763835   0.3581763692614901    0.4810855720094547   
  3393   0.4185568272128517    0.3586344717010843    0.4815017154111394   
  3394   0.4190226663107035    0.35909221575045747   0.4819174407262321   
  3395   0.41948803990119377   0.35954960140961      0.4823327479547306   
  3396   0.41995294798432425   0.3600066286785424    0.48274763709663393  
  3397   0.4204173905600932    0.36046329755725326   0.4831621081519435   
  3398   0.4208813676285015    0.3609196080457435    0.48357616112066015  
  3399   0.4213448791895482    0.36137556014401273   0.4839897960027826   
  3400   0.4218079252432343    0.3618311538520622    0.484403012798309    
  3401   0.4222705057895588    0.36228638916988976   0.4848158115072434   
  3402   0.4227326208285227    0.3627412660974967    0.48522819212958357  
  3403   0.4231942703601259    0.363195784634883     0.48564015466532906  
  3404   0.4236554543843676    0.3636499447820487    0.48605169911448076  
  3405   0.4241161729012477    0.36410374653899336   0.4864628254770391   
  3406   0.42457642591076716   0.36455718990571695   0.48687353375300324  
  3407   0.42503621341292597   0.3650102748822204    0.4872838239423727   
  3408   0.4254955354077241    0.36546300146850275   0.4876936960451479   
  3409   0.4259543918951607    0.36591536966456406   0.4881031500613302   
  3410   0.42641278287523576   0.36636737947040476   0.4885121859909174   
  3411   0.42687070834795016   0.36681903088602485   0.4889208038339108   
  3412   0.4273281683133039    0.3672703239114248    0.48932900359031084  
  3413   0.4277851627712961    0.3677212585466032    0.4897367852601171   
  3414   0.4282416917219276    0.368171834791561     0.49014414884332824  
  3415   0.4286977551651985    0.36862205264629777   0.4905510943399456   
  3416   0.4291533531011078    0.3690719121108148    0.4909576217499696   
  3417   0.4296084855296556    0.3695214131851099    0.4913637310733989   
  3418   0.4300631524508427    0.36997055586918437   0.491769422310234    
  3419   0.43051735386466916   0.37041934016303824   0.4921746954604762   
  3420   0.43097108977113496   0.37086776606667105   0.49257955052412417  
  3421   0.43142436017023833   0.37131583358008324   0.492983987501177    
  3422   0.4318771650619819    0.37176354270327483   0.4933880063916365   
  3423   0.4323295044463631    0.37221089343624536   0.4937916071955022   
  3424   0.43278137832338537   0.3726578857789953    0.4941947899127732   
  3425   0.4332327866930443    0.3731045197315246    0.49459755454345045  
  3426   0.4336837295553444    0.37355079529383284   0.49499990108753433  
  3427   0.43413420691028204   0.3739967124659205    0.495401829545024    
  3428   0.434584218757859     0.37444227124778795   0.49580333991591896  
  3429   0.43503376509807445   0.3748874716394339    0.49620443220022015  
  3430   0.43548284593092923   0.37533231364085884   0.496605106397928    
  3431   0.43593146125642335   0.37577679725206314   0.4970053625090407   
  3432   0.4363796110745568    0.3762209224730477    0.49740520053355963  
  3433   0.43682729538532783   0.37666468930381036   0.49780462047148566  
  3434   0.4372745141887382    0.3771080977443524    0.498203622322817    
  3435   0.4377212674847879    0.3775511477946738    0.4986022060875541   
  3436   0.43816755527347695   0.37799383945477416   0.499000371765697    
