# lsed                 radius_correction    radius_correction_lbound radius_correction_ubound radius              radius_lbound       radius_ubound      
  0.003                0.01733023593438586  0.1816046198360498       0.2090088618333931       0.19490249430236617 0.1816046198360498  0.2090088618333931 
  0.004                0.017854757750004033 0.20557540864563761      0.23339574893479215      0.2191624443476378  0.20557540864563761 0.23339574893479215
  0.005                0.018367152960713222 0.22621513311736974      0.2544504989442265       0.24008721928149682 0.22621513311736974 0.2544504989442265 
  0.006                0.018867421566513425 0.24402269434821863      0.2726720129586686       0.2581757202009157  0.24402269434821863 0.2726720129586686 
  0.007                0.019355563567404643 0.2601887121739212       0.2892509108138554       0.27461856694163134 0.2601887121739212  0.2892509108138554 
  0.008                0.019831578963386873 0.27488427434144         0.3043582802567494       0.2895868472506063  0.27488427434144    0.3043582802567494 
  0.009000000000000001 0.020295467754460117 0.28848263782869055      0.318367378265266        0.303453818105756   0.28848263782869055 0.318367378265266  
  0.01                 0.020747229940624376 0.3012230060606977       0.3315174082644302       0.3164586829321054  0.3012230060606977  0.3315174082644302 
  0.011                0.021186865521879646 0.31336440422147066      0.3440673954382513       0.3288604669136637  0.31336440422147066 0.3440673954382513 
  0.012                0.021614374498225935 0.32492127236091545      0.3560317798366352       0.3406736101003369  0.32492127236091545 0.3560317798366352 
  0.013000000000000001 0.022029756869663235 0.3359299300702103       0.3674468810507601       0.3519344320833033  0.3359299300702103  0.3674468810507601 
  0.013999999999999999 0.022433012636191546 0.3464548598176673       0.3783771815489382       0.3627074153308748  0.3464548598176673  0.3783771815489382 
  0.015                0.02282414179781088  0.35575777339909237      0.38808439312697524      0.37225427163885755 0.35575777339909237 0.38808439312697524
  0.016                0.02320314435452122  0.3644362936359293       0.3971661386063151       0.3811726238286951  0.3644362936359293  0.3971661386063151 
  0.017                0.023570020306322575 0.3727791856683107       0.4059111831270905       0.3897512370405203  0.3727791856683107  0.4059111831270905 
  0.018                0.023924769653214946 0.3808168424110721       0.41434991960413686      0.39802050418916857 0.3808168424110721  0.41434991960413686
  0.019                0.02426739239519833  0.3885659334509796       0.42249901762422026      0.40599709486140595 0.3885659334509796  0.42249901762422026
  0.02                 0.02459788853227273  0.395717949092821        0.43004996749212854      0.41337249936202036 0.395717949092821   0.43004996749212854
  0.021                0.024916258064438142 0.4026386756598629       0.4373685555311283       0.4205125040142783  0.4026386756598629  0.4373685555311283 
  0.022                0.02522250099169457  0.40934532711495025      0.4444719957040645       0.4274343227810248  0.40934532711495025 0.4444719957040645 
  0.023                0.025516617314042006 0.4158535708483731       0.4513759554012272       0.4341536230525499  0.4158535708483731  0.4513759554012272 
  0.024                0.025798607031480465 0.4221763325718166       0.4580933603343015       0.4406833305405386  0.4221763325718166  0.4580933603343015 
  0.024999999999999998 0.02606847014400993  0.4283256483478607       0.4646362465658674       0.4470354813075711  0.4283256483478607  0.4646362465658674 
  0.026                0.026326206651630414 0.4342563612990938       0.47095945721851323      0.45316491847623563 0.4342563612990938  0.47095945721851323
  0.027                0.02657181655434191  0.4396338972678384       0.47672841813456157      0.4587370678888547  0.4396338972678384  0.47672841813456157
  0.028                0.02680529985214442  0.4448721560227547       0.4823570290826726       0.46416582931408856 0.4448721560227547  0.4823570290826726 
  0.029                0.02702665654503794  0.4499795572592727       0.48785370975827624      0.46945962244736716 0.4499795572592727  0.48785370975827624
  0.03                 0.027235886633022482 0.4549625808459741       0.4932249400299543       0.47462492715727234 0.4549625808459741  0.4932249400299543 
  0.031                0.027432990116098035 0.45982813471502887      0.4984776278298767       0.4796686513759738  0.45982813471502887 0.4984776278298767 
  0.032                0.027617966994264602 0.4645817593548158       0.5036173136464224       0.48459633559185067 0.4645817593548158  0.5036173136464224 
